student_id,attendance,internal_marks,assignment_score,previous_cgpa,study_hours,backlogs,practical_marks,quiz_score,previous_failures,participation,risk_level
STU0631,49.61,63.39,58.89,6.42,5.69,3,52.72,43.03,0,26.86,High
STU0632,97.94,64.32,82.97,7.62,3.69,3,63.53,53.97,0,67.78,Medium
STU0633,72.63,33.84,72.27,7.19,2.9,1,67.89,62.41,1,79.31,Medium
STU0634,68.6,91.91,74.48,9.37,0.75,0,88.92,79.65,2,70.04,Medium
STU0635,59.82,65.74,58.26,4.66,4.06,1,76.23,60.48,1,72.56,High
STU0636,50.18,72.97,80.61,6.63,1.49,0,56.82,66.49,0,67.72,Medium
STU0637,87.35,82.13,100.0,5.53,2.07,1,52.37,87.51,1,43.12,Medium
STU0638,76.1,46.62,54.88,7.65,1.36,0,79.13,58.9,0,100.0,Medium
STU0639,55.65,73.52,64.9,4.54,2.67,2,59.93,91.52,0,54.93,High
STU0640,55.57,60.18,73.47,7.28,3.45,1,80.8,36.1,0,73.68,Medium
STU0641,69.96,80.24,81.8,5.92,3.99,2,67.05,57.93,0,52.06,Medium
STU0642,100.0,26.71,61.61,5.77,2.42,2,92.82,40.43,1,19.48,High
STU0643,71.11,63.22,27.5,4.77,5.42,0,55.47,67.1,0,46.51,Medium
STU0644,52.45,54.15,90.39,6.15,3.13,1,92.46,78.52,0,36.05,Medium
STU0645,71.31,72.78,81.41,8.32,2.08,2,84.72,62.1,0,86.83,Medium
STU0646,70.91,73.46,43.86,6.76,3.91,0,60.51,56.46,0,52.86,Medium
STU0647,35.0,52.26,60.89,7.68,7.03,1,53.07,40.53,0,54.72,Medium
STU0648,74.19,52.18,93.52,9.13,4.1,2,100.0,95.26,0,43.71,Medium
STU0649,71.54,63.01,91.72,7.17,2.85,1,52.66,64.6,0,66.88,High
STU0650,85.44,48.86,84.08,6.02,0.75,1,73.21,56.86,1,50.67,High
STU0651,100.0,80.16,67.36,7.45,3.11,0,73.87,93.13,0,84.85,Low
STU0652,91.9,58.35,71.24,6.04,3.92,0,68.17,58.66,4,71.04,High
STU0653,70.97,20.0,68.04,6.09,2.8,0,81.28,48.61,1,53.56,High
STU0654,58.4,58.25,86.92,4.67,0.5,3,52.18,52.21,1,82.0,High
STU0655,100.0,46.31,56.86,8.1,1.97,1,100.0,49.57,1,65.16,Medium
STU0656,75.89,35.64,57.91,6.26,6.12,2,53.98,45.81,0,65.43,High
STU0657,75.21,42.73,85.15,7.05,6.08,0,65.55,52.52,1,35.75,Medium
STU0658,74.64,66.97,69.33,5.35,1.9,3,43.55,100.0,3,63.58,High
STU0659,77.97,88.92,90.68,7.41,4.71,0,85.78,44.3,0,71.43,Low
STU0660,72.83,70.64,59.93,5.73,1.38,1,100.0,38.14,1,91.67,High
STU0661,66.4,54.08,69.18,6.6,6.03,0,100.0,70.0,1,49.96,Medium
STU0662,66.8,73.21,56.16,8.03,3.94,2,87.29,63.63,0,100.0,Medium
STU0663,74.51,56.74,70.11,7.91,5.21,0,61.69,76.88,1,76.14,Medium
STU0664,66.85,52.5,47.82,6.77,0.5,1,68.03,55.03,0,34.61,High
STU0665,64.31,44.22,62.69,4.32,4.72,5,62.51,49.37,1,48.1,High
STU0666,76.6,33.47,48.46,10.0,3.49,0,47.38,95.13,0,93.42,Medium
STU0667,71.18,57.98,80.41,9.24,5.03,1,62.98,35.99,1,89.86,Medium
STU0668,97.56,67.84,80.75,7.81,5.15,1,83.45,71.49,1,65.36,Medium
STU0669,35.24,63.26,44.05,5.75,3.62,1,53.26,77.43,1,68.0,High
STU0670,91.37,57.51,90.01,6.64,2.42,2,29.22,79.79,0,41.71,Medium
STU0671,93.69,47.98,100.0,6.04,4.9,2,46.7,59.54,1,91.43,High
STU0672,43.9,75.95,70.69,8.57,3.39,1,81.91,42.53,3,45.24,High
STU0673,69.86,41.29,60.38,7.17,1.93,2,38.79,91.99,0,81.89,High
STU0674,69.43,78.97,100.0,5.7,1.84,1,59.98,56.98,0,92.04,Medium
STU0675,53.89,46.96,50.22,6.14,0.84,4,61.48,92.54,0,65.96,High
STU0676,63.33,51.46,70.3,8.37,2.58,2,72.39,71.63,1,84.35,High
STU0677,58.34,38.6,72.69,9.04,5.48,0,71.99,56.29,0,100.0,Medium
STU0678,100.0,55.97,90.18,8.94,3.82,3,74.8,72.08,0,70.36,Medium
STU0679,89.04,82.56,75.4,7.86,2.55,3,65.47,85.71,0,61.49,Medium
STU0680,94.07,74.28,62.52,6.45,4.95,1,51.94,66.48,0,63.66,Medium
STU0681,85.83,82.61,55.73,3.0,2.0,1,83.32,51.72,1,50.14,High
STU0682,58.06,74.4,64.87,7.22,3.67,1,38.02,32.82,1,49.69,High
STU0683,67.13,45.13,54.9,6.8,3.18,0,81.28,57.36,2,73.85,High
STU0684,82.34,59.05,70.72,7.0,4.9,0,87.45,79.54,1,61.72,Medium
STU0685,56.67,50.96,61.54,6.88,0.66,2,100.0,46.81,1,71.55,High
STU0686,85.69,88.95,47.59,4.94,1.97,3,55.18,77.26,0,35.2,High
STU0687,71.4,43.46,88.83,7.58,0.55,0,58.48,65.51,0,63.15,Medium
STU0688,69.38,81.09,62.53,7.69,3.03,2,68.91,78.42,1,85.6,Medium
STU0689,85.66,81.07,50.98,7.76,5.68,0,67.64,22.89,1,42.62,Medium
STU0690,81.66,97.93,67.48,8.13,2.59,0,82.19,39.43,0,65.33,Medium
STU0691,69.59,57.63,71.03,7.65,2.58,1,76.88,56.67,0,27.91,Medium
STU0692,92.39,77.82,43.8,6.23,5.07,3,62.02,98.59,1,38.89,Medium
STU0693,58.78,100.0,74.97,6.7,5.42,0,66.33,51.42,0,81.15,Low
STU0694,84.24,53.88,54.29,6.93,3.34,1,83.87,62.72,0,58.81,Medium
STU0695,83.9,37.37,95.67,6.95,4.73,1,46.47,100.0,1,100.0,Medium
STU0696,70.36,31.16,77.86,8.2,1.56,4,64.03,72.72,0,73.65,High
STU0697,79.89,77.83,64.0,7.7,5.98,0,77.43,80.47,1,75.61,Medium
STU0698,56.23,31.1,58.82,9.71,7.37,0,49.87,53.44,0,43.47,Medium
STU0699,88.86,58.3,68.43,9.89,4.44,0,20.0,86.22,0,57.3,Low
STU0700,72.23,72.87,79.19,6.91,0.5,1,92.59,88.97,2,50.35,High
STU0701,67.16,68.33,69.62,3.0,2.5,2,67.65,74.03,0,43.69,High
STU0702,90.74,72.66,66.74,8.53,4.6,1,46.62,63.45,1,78.28,Medium
STU0703,64.43,69.0,70.88,6.04,2.74,1,83.65,75.07,0,82.29,Medium
STU0704,53.87,88.02,60.94,5.68,5.79,2,64.46,35.74,1,72.98,High
STU0705,51.65,47.86,64.85,6.24,4.56,1,50.41,84.6,0,48.44,High
STU0706,84.09,52.81,38.71,6.17,2.23,0,74.29,49.72,0,71.61,Medium
STU0707,55.79,51.09,84.61,7.66,3.56,1,68.88,59.99,2,26.75,High
STU0708,100.0,79.94,74.48,4.62,1.89,1,57.58,88.72,1,91.46,High
STU0709,43.77,81.21,58.4,5.29,3.17,1,54.92,84.76,1,39.04,High
STU0710,100.0,73.12,98.48,7.28,2.5,2,50.56,35.82,1,42.59,High
STU0711,78.17,86.3,71.31,7.67,5.61,1,80.5,47.95,1,67.31,Medium
STU0712,73.55,43.8,54.46,7.7,7.31,1,46.78,76.52,1,69.08,Medium
STU0713,66.83,95.01,82.85,5.7,0.92,0,54.44,33.69,1,63.55,Medium
STU0714,80.99,92.42,75.97,5.43,0.5,2,69.72,90.55,0,42.8,High
STU0715,74.44,78.24,75.92,6.09,3.06,0,92.8,67.12,0,87.67,Medium
STU0716,91.55,97.07,63.61,7.14,0.77,3,70.26,90.43,1,31.28,High
STU0717,76.71,35.18,76.76,8.88,3.58,1,78.0,51.59,1,35.33,High
STU0718,77.25,55.56,66.07,3.93,4.85,1,69.74,53.19,0,62.86,High
STU0719,69.55,51.76,78.34,6.49,6.19,3,83.41,83.61,0,39.72,High
STU0720,74.15,77.99,41.43,4.93,3.86,1,100.0,59.67,0,89.45,Medium
STU0721,79.62,46.1,63.49,4.49,3.15,0,60.56,42.66,3,41.44,High
STU0722,49.35,78.63,95.83,8.15,0.5,1,68.24,75.11,0,96.14,Medium
STU0723,54.78,89.67,58.49,7.56,3.55,1,70.95,36.34,0,85.7,Medium
STU0724,86.15,77.51,60.94,7.43,3.63,1,77.01,90.96,2,89.7,Medium
STU0725,77.56,70.11,63.28,8.09,4.65,0,70.25,68.32,0,100.0,Low
STU0726,72.24,47.22,51.78,6.13,2.22,1,58.76,48.99,1,66.62,High
STU0727,75.28,49.76,36.88,6.19,2.72,2,67.88,85.61,0,44.74,High
STU0728,80.21,87.49,66.54,9.86,0.84,1,100.0,85.93,1,62.94,Medium
STU0729,66.9,79.03,72.04,6.45,0.5,1,73.34,65.07,1,53.67,High
STU0730,63.33,64.3,69.21,7.83,1.5,1,35.52,100.0,0,50.82,High
STU0731,77.94,57.48,67.83,6.81,0.67,3,61.29,100.0,0,68.02,High
STU0732,60.32,28.54,70.65,4.21,4.11,2,68.23,70.82,0,58.77,High
STU0733,81.12,45.72,85.34,3.94,2.57,2,65.61,84.18,1,49.96,High
STU0734,49.46,99.41,67.14,5.99,2.53,1,66.84,88.56,0,60.09,Medium
STU0735,90.44,41.95,61.39,8.28,1.73,4,72.87,44.57,1,75.98,High
STU0736,82.09,68.41,65.78,7.9,0.5,1,76.65,70.16,0,84.13,Medium
STU0737,78.84,83.13,78.69,8.08,6.21,4,72.4,52.73,2,32.94,High
STU0738,89.74,42.41,91.18,5.42,1.7,2,84.16,50.19,0,58.94,High
STU0739,99.98,68.32,60.58,9.06,2.76,2,42.58,67.19,1,62.17,Medium
STU0740,90.22,81.88,71.48,5.45,0.88,3,63.7,68.54,1,41.35,High
STU0741,47.39,65.22,75.08,7.1,5.25,2,75.38,35.98,0,62.61,High
STU0742,55.81,100.0,55.11,6.79,3.76,1,72.35,71.19,0,67.96,Medium
STU0743,65.63,34.97,70.31,6.56,2.01,1,56.91,60.48,1,75.38,High
STU0744,75.39,84.06,48.01,8.67,2.79,1,58.96,90.16,0,66.54,Medium
STU0745,82.76,61.89,43.46,5.81,6.52,1,53.69,85.93,2,47.38,High
STU0746,64.11,78.89,75.5,4.91,3.37,3,84.6,49.59,2,100.0,High
STU0747,77.8,72.94,64.24,6.83,3.17,1,36.51,88.63,0,81.58,Medium
STU0748,63.67,51.8,73.03,6.24,1.81,2,46.21,74.65,1,76.05,High
STU0749,65.83,69.12,69.73,10.0,0.5,5,75.12,61.07,0,85.1,High
STU0750,53.9,31.56,55.35,7.75,3.21,0,77.23,55.78,1,69.89,Medium
STU0751,61.15,75.86,69.32,6.23,4.09,2,41.06,44.34,1,90.73,High
STU0752,54.72,70.37,51.5,5.32,5.48,0,78.65,43.08,0,66.14,Medium
STU0753,60.36,76.5,90.86,4.17,0.5,0,71.07,32.11,0,65.03,High
STU0754,90.8,84.05,49.66,5.36,1.47,2,76.77,65.38,1,77.7,High
STU0755,60.76,71.62,67.06,6.96,2.45,0,69.23,27.92,1,96.53,Medium
STU0756,100.0,67.67,54.37,8.8,3.49,1,75.23,49.4,1,95.24,Medium
STU0757,82.4,49.14,78.56,8.37,3.24,0,75.82,76.82,0,76.86,Medium
STU0758,77.77,52.18,65.03,7.12,3.28,2,76.02,91.88,0,75.33,Medium
STU0759,62.12,86.36,62.22,6.35,4.23,1,72.15,44.33,0,78.92,Medium
STU0760,85.5,90.85,82.8,7.18,1.87,1,66.55,75.97,1,84.71,Medium
STU0761,66.37,60.71,70.44,6.07,5.18,0,66.65,59.43,0,90.97,Medium
STU0762,76.83,65.83,77.75,9.21,4.28,2,71.91,55.71,0,60.27,Medium
STU0763,100.0,48.72,55.28,6.54,2.92,0,82.03,67.78,2,91.36,Medium
STU0764,73.56,86.11,48.93,6.68,6.38,2,100.0,53.21,0,71.86,Medium
STU0765,92.24,76.98,71.61,3.7,6.3,1,76.98,63.48,1,78.02,High
STU0766,64.45,99.94,65.22,6.53,5.18,1,74.42,66.28,0,92.64,Medium
STU0767,74.48,49.19,79.4,7.97,0.5,1,88.66,85.89,1,79.94,Medium
STU0768,100.0,58.2,68.8,5.31,6.34,1,74.74,89.79,0,83.32,Medium
STU0769,65.6,69.17,73.08,5.75,4.93,1,49.97,54.23,0,57.21,High
STU0770,100.0,76.64,45.65,7.91,7.11,1,55.53,60.14,0,94.97,Low
STU0771,85.62,61.12,98.33,4.73,5.73,1,99.09,79.48,0,78.91,Medium
STU0772,66.56,49.29,67.54,8.28,6.34,1,55.87,61.74,0,67.52,Medium
STU0773,84.49,80.87,80.46,6.05,5.08,2,77.69,77.86,0,87.02,Medium
STU0774,89.59,77.98,57.46,6.26,5.93,0,51.19,81.24,2,100.0,Medium
STU0775,84.33,48.51,74.62,5.23,7.09,3,89.83,83.35,2,41.62,High
STU0776,51.45,89.4,50.46,7.33,3.89,2,60.18,66.58,0,48.93,Medium
STU0777,64.09,86.06,76.78,10.0,0.67,3,69.41,44.06,1,100.0,Medium
STU0778,71.29,67.42,64.66,7.89,2.95,1,64.12,61.98,0,73.53,Medium
STU0779,73.88,66.43,70.44,5.59,4.2,1,76.58,55.87,0,68.82,Medium
STU0780,84.31,74.97,80.47,8.39,3.63,0,70.92,78.99,2,62.69,Low
STU0781,77.67,49.49,51.51,6.36,1.26,0,83.47,92.46,1,89.17,Medium
STU0782,54.97,65.54,59.73,8.72,0.56,2,79.14,92.97,0,100.0,Medium
STU0783,80.7,26.26,76.86,7.93,2.17,1,72.79,80.94,0,51.7,High
STU0784,84.16,80.78,100.0,3.0,4.95,0,79.07,48.17,0,63.06,Medium
STU0785,83.4,36.89,67.93,5.39,6.34,2,79.91,90.26,1,57.99,High
STU0786,91.21,92.06,78.87,8.12,5.15,1,61.24,72.68,0,79.66,Low
STU0787,87.51,59.06,68.4,7.01,5.4,1,59.95,50.15,0,89.45,Medium
STU0788,81.89,61.19,99.13,5.37,3.35,0,94.39,80.51,2,97.42,Medium
STU0789,73.95,53.7,43.79,5.91,0.5,2,80.01,61.02,1,80.33,High
STU0790,50.09,59.82,71.42,4.13,2.68,1,74.87,29.91,0,100.0,High
STU0791,81.44,90.53,45.62,6.68,3.03,1,54.37,47.35,1,53.5,High
STU0792,78.12,20.22,32.4,9.89,2.61,2,37.6,63.82,0,48.31,High
STU0793,79.07,87.99,74.46,7.93,3.6,3,63.02,63.11,0,94.39,Medium
STU0794,55.85,71.08,72.09,9.87,4.29,1,60.3,45.83,3,67.46,Medium
STU0795,58.78,43.27,65.73,8.04,5.04,1,62.72,78.52,1,37.48,Medium
STU0796,90.8,45.64,68.41,8.24,3.0,0,82.5,74.36,1,58.68,Medium
STU0797,74.41,95.18,100.0,9.56,0.5,2,93.97,39.16,0,70.11,Medium
STU0798,85.22,47.98,66.13,7.33,2.63,2,86.86,100.0,0,52.08,Medium
STU0799,75.42,44.24,77.65,6.54,3.58,0,57.7,43.14,0,44.71,Medium
STU0800,75.45,85.47,60.26,8.25,5.7,1,77.15,56.76,1,60.85,Medium
STU0801,89.07,71.09,74.43,8.84,2.48,2,59.72,71.76,0,43.71,Low
STU0802,67.26,48.12,66.43,6.13,4.42,0,36.7,56.82,0,77.7,Medium
STU0803,76.44,68.9,63.84,5.79,4.02,2,66.7,91.18,0,26.12,High
STU0804,68.07,46.54,97.28,6.99,3.58,3,89.43,61.84,1,66.81,High
STU0805,68.48,84.81,87.66,7.96,5.17,0,62.31,48.41,0,75.39,Medium
STU0806,70.36,84.1,72.05,7.92,2.31,2,82.16,76.06,2,63.19,Medium
STU0807,78.33,74.58,35.44,4.81,2.46,1,56.68,20.0,0,86.86,High
STU0808,67.82,71.51,64.58,9.48,3.48,4,79.7,74.61,1,37.59,Medium
STU0809,93.84,96.7,100.0,5.9,2.35,1,63.86,88.22,1,50.98,Medium
STU0810,61.58,64.99,66.54,6.43,4.41,2,93.9,23.48,0,58.4,High
STU0811,72.2,43.73,86.55,5.54,2.22,0,62.67,57.73,0,79.25,Medium
STU0812,68.4,73.09,91.63,10.0,3.91,1,58.78,35.37,0,69.37,Medium
STU0813,96.7,100.0,73.28,7.14,3.32,0,93.02,65.24,5,100.0,High
STU0814,77.95,46.73,57.37,5.61,3.89,3,58.19,100.0,1,48.88,High
STU0815,90.48,58.49,33.47,8.01,2.67,1,71.62,69.13,0,37.1,Medium
STU0816,52.72,72.5,80.26,7.88,2.89,1,58.32,61.07,2,100.0,High
STU0817,79.01,64.03,57.78,6.54,3.67,2,83.71,20.0,1,36.38,High
STU0818,88.34,47.32,72.64,7.98,3.86,0,90.05,45.09,2,78.66,Medium
STU0819,76.23,85.19,51.25,5.64,3.49,3,56.53,62.61,1,45.43,High
STU0820,90.98,100.0,66.02,6.11,6.57,0,77.29,66.68,2,23.61,Medium
STU0821,67.24,68.53,70.51,3.99,1.72,2,78.87,71.18,0,57.5,High
STU0822,96.14,48.73,74.03,4.95,3.38,1,70.15,78.83,1,82.99,High
STU0823,100.0,37.12,53.28,9.33,0.67,2,93.94,48.7,1,40.56,Medium
STU0824,69.56,69.64,87.95,9.1,4.17,2,93.81,65.72,1,76.52,Medium
STU0825,68.32,84.87,61.05,6.89,1.49,1,53.51,56.07,0,80.26,High
STU0826,96.8,73.55,44.88,9.13,3.0,0,88.55,48.11,3,39.57,Medium
STU0827,98.69,64.96,68.36,6.58,2.83,2,76.61,49.31,0,60.44,Medium
STU0828,67.16,54.39,70.52,6.46,4.01,0,72.15,74.74,0,96.54,Medium
STU0829,68.7,45.34,72.41,6.88,2.5,1,64.05,20.0,0,78.01,High
STU0830,70.77,80.03,90.43,6.63,2.43,0,42.8,31.61,1,59.77,Medium
STU0831,54.83,81.45,66.45,6.5,6.08,1,72.81,100.0,1,73.31,Medium
STU0832,61.22,37.18,68.21,8.4,4.01,0,73.23,53.04,0,51.29,Medium
STU0833,59.94,93.62,53.45,7.01,2.49,1,100.0,91.44,1,87.27,Medium
STU0834,63.48,75.33,82.31,7.8,3.05,0,56.54,63.84,0,87.27,Medium
STU0835,74.48,90.19,72.76,8.24,6.46,1,40.68,54.89,0,67.42,Low
STU0836,78.51,40.84,63.7,7.34,3.08,1,47.95,76.83,0,69.61,Medium
STU0837,98.26,40.42,41.43,5.44,2.26,0,95.05,66.45,0,45.02,Medium
STU0838,60.02,62.32,91.67,4.91,2.27,2,60.39,61.78,1,37.96,High
STU0839,89.76,74.05,51.58,7.01,2.51,1,91.19,64.21,0,57.47,Medium
STU0840,71.79,97.33,61.13,6.56,2.43,1,68.11,72.09,1,63.25,Medium
STU0841,74.26,77.71,75.38,6.92,1.2,2,51.43,52.61,0,86.25,High
STU0842,85.12,60.63,52.05,6.78,1.48,2,100.0,56.33,0,83.45,High
STU0843,58.16,46.53,47.6,10.0,2.01,0,90.4,47.4,0,68.7,Medium
STU0844,80.74,87.14,38.14,4.94,4.56,3,64.95,43.27,0,88.81,High
STU0845,77.5,47.64,80.81,4.01,2.81,1,84.95,98.3,1,46.13,High
STU0846,82.39,94.31,61.82,7.27,3.13,0,70.09,48.69,0,86.55,Medium
STU0847,79.34,59.88,100.0,6.27,5.79,1,75.44,82.97,1,49.19,Medium
STU0848,100.0,93.63,55.08,7.24,5.83,0,97.96,58.6,0,89.79,Low
STU0849,65.43,77.22,56.18,7.62,2.99,0,42.17,74.73,1,64.73,Medium
STU0850,67.04,62.53,61.52,8.6,2.36,0,61.9,64.97,0,25.03,Medium
STU0851,65.65,55.65,73.65,4.69,1.94,0,68.5,32.76,1,79.6,High
STU0852,66.67,58.86,62.95,6.02,4.75,1,73.69,65.52,0,81.19,Medium
STU0853,65.44,72.71,79.18,7.4,3.13,0,46.77,75.9,1,55.87,Medium
STU0854,92.84,66.39,55.32,7.88,2.8,2,83.59,47.81,1,57.57,Medium
STU0855,96.31,54.31,49.28,9.87,2.04,2,48.38,100.0,0,61.81,Low
STU0856,66.44,62.02,43.03,8.14,2.11,1,46.75,79.62,0,26.5,Medium
STU0857,62.51,66.41,36.65,6.72,4.08,1,63.74,79.78,1,17.71,High
STU0858,82.07,26.68,62.23,5.55,1.13,2,100.0,81.69,1,91.03,High
STU0859,66.72,73.25,65.49,6.01,5.29,0,100.0,22.99,0,48.52,Medium
STU0860,84.49,47.37,60.53,5.97,2.54,2,76.3,77.69,0,100.0,High
STU0861,78.04,44.24,88.65,7.72,3.23,1,63.95,100.0,3,92.41,High
STU0862,52.26,34.63,88.42,7.16,1.09,0,70.66,78.67,0,96.34,High
STU0863,98.21,32.71,64.98,4.95,3.48,1,73.69,60.27,0,51.99,Medium
STU0864,100.0,40.6,43.09,6.19,2.91,0,92.93,44.92,1,32.83,High
STU0865,65.81,52.24,61.5,8.03,3.41,0,47.29,43.19,0,43.26,Medium
STU0866,69.18,100.0,61.0,7.29,6.15,1,88.31,41.03,0,56.07,Medium
STU0867,79.29,55.53,60.14,7.6,3.82,1,43.75,57.79,0,17.54,Medium
STU0868,80.02,68.2,59.53,7.34,2.07,1,59.82,45.77,0,55.49,Medium
STU0869,84.88,72.21,60.2,9.08,2.22,1,67.96,62.26,0,60.97,Medium
STU0870,100.0,67.36,64.2,7.13,4.57,1,74.99,68.67,0,39.11,Medium
STU0871,72.35,63.61,60.47,6.26,5.84,0,67.94,34.04,0,44.19,Medium
STU0872,63.03,43.48,73.12,5.52,4.01,1,70.98,51.23,1,60.59,High
STU0873,54.31,91.12,75.41,7.15,4.74,0,68.69,54.58,0,72.13,Medium
STU0874,64.04,97.53,56.34,3.38,4.6,1,42.15,54.07,1,47.18,High
STU0875,74.5,34.71,89.07,6.54,6.05,0,77.78,65.32,0,70.85,Medium
STU0876,100.0,46.57,55.3,6.51,0.5,0,81.79,67.25,2,67.74,High
STU0877,67.24,59.96,45.73,4.89,4.7,0,90.83,57.36,0,65.94,Medium
STU0878,78.36,47.64,75.71,5.5,5.27,1,99.4,52.9,1,51.96,High
STU0879,74.75,74.11,57.74,7.93,1.09,0,74.98,64.63,0,38.33,Medium
STU0880,92.83,51.89,74.82,7.12,1.91,0,92.0,90.96,0,98.93,Medium
STU0881,100.0,100.0,33.94,6.94,1.97,2,68.31,38.8,1,77.61,High
STU0882,67.04,86.43,90.89,7.23,2.19,1,43.34,85.37,1,85.11,High
STU0883,67.66,68.83,80.08,6.93,2.63,3,84.34,35.59,0,63.33,High
STU0884,90.66,83.49,47.49,8.54,3.94,1,80.57,71.51,2,61.72,Medium
STU0885,85.23,84.91,47.82,6.97,5.06,1,68.01,83.89,0,74.81,Medium
STU0886,100.0,54.85,95.08,4.76,5.45,3,66.94,41.18,1,28.31,High
STU0887,83.76,50.31,58.94,9.08,1.99,0,76.13,71.31,1,42.71,Medium
STU0888,69.61,66.41,57.49,7.32,1.98,3,62.26,46.17,0,49.04,High
STU0889,83.86,80.51,36.01,5.98,5.87,2,75.52,86.07,2,55.91,High
STU0890,91.63,67.5,64.74,5.05,4.66,0,52.32,36.2,1,47.41,Medium
STU0891,87.31,36.61,66.58,7.35,3.65,0,54.23,48.94,2,71.66,Medium
STU0892,82.61,50.55,80.73,6.64,4.35,1,45.55,67.36,0,66.63,Medium
STU0893,91.0,63.67,49.01,9.0,3.45,0,100.0,77.81,0,92.86,Low
STU0894,92.54,63.64,47.2,6.32,4.44,0,69.24,66.67,0,100.0,Medium
STU0895,95.73,100.0,76.76,5.63,2.9,1,88.54,73.91,0,39.74,Medium
STU0896,84.73,40.05,85.1,8.05,3.98,0,49.35,55.11,1,67.95,Medium
STU0897,72.49,74.1,46.43,8.1,0.78,2,64.91,45.36,0,67.91,High
STU0898,77.2,91.8,86.22,7.04,2.26,2,77.38,91.36,1,64.72,Medium
STU0899,93.1,100.0,70.56,7.75,2.28,0,93.01,73.98,0,43.3,Low
STU0900,62.75,57.72,86.38,6.75,2.83,1,57.76,56.22,0,46.66,Medium
STU0901,80.53,73.85,68.95,7.13,1.83,0,61.16,35.23,1,69.81,Medium
STU0902,69.1,75.26,32.17,8.43,2.54,2,54.54,87.02,1,46.09,Medium
STU0903,75.43,68.52,67.72,7.68,0.77,0,65.95,87.76,1,68.19,Medium
STU0904,94.18,63.22,85.9,6.56,4.49,1,50.66,61.09,1,60.08,Medium
STU0905,77.87,72.85,56.59,8.69,3.35,3,43.58,53.11,0,67.83,Medium
STU0906,75.7,20.0,64.18,3.49,0.5,3,72.4,60.33,1,45.93,High
STU0907,54.6,77.28,67.36,9.67,2.0,1,79.4,61.21,0,68.15,Medium
STU0908,86.19,67.27,26.51,4.41,4.11,2,48.64,78.85,2,47.38,High
STU0909,84.68,61.0,95.07,5.92,2.52,0,56.53,44.52,1,68.21,Medium
STU0910,100.0,100.0,56.48,6.74,2.25,2,66.3,54.5,0,91.79,Medium
STU0911,70.38,52.85,77.59,6.59,3.37,2,97.01,61.69,3,70.22,High
STU0912,78.29,57.74,68.7,8.21,4.12,1,20.0,69.65,1,71.44,Medium
STU0913,78.74,100.0,88.86,5.32,0.91,1,75.56,80.59,0,81.34,Medium
STU0914,98.66,50.02,76.09,7.17,4.49,0,79.55,70.6,1,36.93,Medium
STU0915,73.57,55.1,66.48,5.99,2.06,2,55.89,96.54,0,99.38,High
STU0916,79.19,62.35,56.6,7.21,3.47,0,62.06,47.15,0,43.89,Medium
STU0917,84.12,80.13,81.97,6.71,3.44,1,73.66,91.31,0,82.59,Medium
STU0918,77.8,68.74,41.9,6.93,2.55,0,67.5,47.83,0,79.94,Medium
STU0919,68.3,41.73,79.69,6.03,1.66,1,96.88,57.88,0,46.96,Medium
STU0920,77.91,55.42,53.51,6.09,2.99,3,69.74,71.97,1,85.18,High
STU0921,91.1,54.07,88.78,7.2,6.43,1,82.64,86.2,2,74.96,Medium
STU0922,59.6,63.61,72.42,8.12,1.05,0,75.65,57.91,1,100.0,Medium
STU0923,76.99,72.67,79.66,5.96,6.55,2,79.8,72.07,1,68.87,Medium
STU0924,64.5,72.53,71.23,5.58,3.03,1,54.78,59.32,1,62.83,High
STU0925,92.93,33.03,43.71,7.66,3.56,0,71.42,23.68,0,54.7,Medium
STU0926,52.15,84.15,57.09,6.75,1.54,3,66.89,64.31,1,30.13,High
STU0927,66.62,69.55,80.09,7.96,2.11,3,55.82,42.65,1,58.64,Medium
STU0928,80.66,89.92,72.5,5.53,2.59,2,83.73,87.89,1,59.48,High
STU0929,98.48,73.0,87.71,4.31,1.62,1,33.74,88.01,2,70.24,Medium
STU0930,74.01,84.82,76.05,6.05,3.12,1,90.9,49.95,0,36.54,Medium
STU0931,66.67,73.4,55.5,5.73,2.77,0,30.28,47.19,2,60.22,High
STU0932,100.0,89.23,58.06,6.69,6.83,2,65.39,53.68,1,76.53,Medium
STU0933,53.28,74.4,71.54,5.91,1.4,2,84.0,74.58,0,78.51,High
STU0934,42.02,63.24,35.29,7.84,3.68,2,47.8,74.65,0,27.8,Medium
STU0935,81.6,100.0,95.1,6.4,3.95,1,75.2,100.0,1,79.13,Medium
STU0936,67.47,81.0,76.63,7.01,1.57,0,73.37,59.44,0,60.07,Medium
STU0937,59.68,75.33,88.41,7.02,4.74,1,73.55,66.64,0,61.3,Medium
STU0938,85.63,42.03,46.29,7.07,2.78,3,62.07,99.77,2,17.71,High
STU0939,78.66,41.81,88.67,6.77,0.5,1,60.09,70.15,1,94.87,Medium
STU0940,66.54,70.27,100.0,7.51,4.69,0,41.31,45.41,0,68.54,Medium
STU0941,55.8,67.62,50.19,5.69,1.49,1,66.23,71.16,0,34.37,High
STU0942,88.09,53.95,81.57,8.76,1.61,2,83.6,77.69,0,72.5,Medium
STU0943,84.75,67.54,70.02,6.47,4.74,1,60.25,58.85,0,71.89,Medium
STU0944,73.51,93.6,46.83,4.96,2.88,2,61.09,79.32,1,89.45,High
STU0945,100.0,77.52,77.39,7.06,5.15,0,95.02,77.71,1,58.81,Medium
